country,iso2,year,new.labconf,new.clindx,new.ep,ret.rel.labconf,ret.rel.clindx,ret.rel.ep,ret.nrel,ret.nrel.clindx,c.newunk,c.newinc,c.ret,c.notified,pulm.labconf.new,pulm.labconf.ret,pulm.labconf.unk,notif.foreign,rel.in.agesex.flg,agegroup.option,newrel.m04,newrel.m59,newrel.m1014,newrel.m514,newrel.m014,newrel.m1519,newrel.m2024,newrel.m1524,newrel.m2534,newrel.m3544,newrel.m4554,newrel.m5564,newrel.m65,newrel.m15plus,newrel.mu,newrel.f04,newrel.f59,newrel.f1014,newrel.f514,newrel.f014,newrel.f1519,newrel.f2024,newrel.f1524,newrel.f2534,newrel.f3544,newrel.f4554,newrel.f5564,newrel.f65,newrel.f15plus,newrel.fu,c.new.014,rdx.data.available,newinc.rdx,rdxsurvey.newinc,rdxsurvey.newinc.rdx,gaps.na.tbcases,remarks.tbcases,conf.rr.nfqr,conf.rr.fqr,unconf.rr.nfqr.tx,conf.rr.nfqr.tx,rrmdr.014.tx,conf.rr.fqr.tx,mdrxdr.bdq.used,mdrxdr.bdq.tx,mdrxdr.alloral.used,mdrxdr.alloral.tx,mdr.alloral.short.used,mdr.alloral.short.tx,mdr.tx.adsm,gaps.na.mdr.patients,remarks.mdr.patients,r.rlt.new,r.rlt.ret,rr.new,rr.ret,r.rlt.rel,rr.rel,dst.rlt.new,dst.rlt.ret,dst.rlt.hr.new,dst.rlt.hr.ret,dst.rlt.rr.new,dst.rlt.rr.ret,mdr.new,mdr.ret,rr.dst.rlt.fq,rr.fqr,rr.fqr.bdqr.lzdr,rr.fqr.bdqs.lzdr,rr.fqr.bdqu.lzdr,rr.fqr.bdqr.lzds,rr.fqr.bdqs.lzds,rr.fqr.bdqu.lzds,rr.fqr.bdqr.lzdu,rr.fqr.bdqs.lzdu,rr.fqr.bdqu.lzdu,gaps.na.dr.surveillance,remarks.dr.surveillance,newrel.tbhiv.flg,newrel.hivtest,newrel.hivpos,newrel.art,tbhiv.014.flg,newrel.hivtest.014,newrel.hivpos.014,newrel.art.014,gaps.na.hiv.patients,remarks.hiv.patients,hiv.tbrx.art,hiv.tbrx.art.NA,hiv.tbrx.art.NI.reason,hiv.tbrx.art.remarks,hiv.tbdetect,hiv.reg.new2,hiv.tbdetect.hiv.reg.new2.NA,hiv.tbdetect.hiv.reg.new2.NI.reason,hiv.tbdetect.hiv.reg.new2.remarks,hiv.tpt.eligible.start,hiv.tpt.eligible,hiv.art.tpt.start,hiv.art,hiv.tpt.eligible.start.NA,hiv.tpt.eligible.start.NI.reason,hiv.tpt.eligible.start.remarks,hiv.tpt.completed,hiv.tpt.eligible.start.ym2,hiv.tpt.completed.NA,hiv.tpt.completed.NI.reason,hiv.tpt.completed.remarks,hiv.unaids.date.exported,tbhiv.surveil,tbhiv.surv.prev,tbhiv.surv.yr,tbhiv.surv.cil,tbhiv.surv.ciu,tbhiv.sentin.prev,tbhiv.sentin.yr,tbhiv.sentin.cil,tbhiv.sentin.ciu,gaps.na.nonroutine.hiv,remarks.nonroutine.hiv,total.deaths.vr,r00.r99.deaths.vr,tbdeaths.vr,gaps.na.tbdeaths,remarks.tbdeaths
Sweden,SE,2020,176,18,113,5,0,4,12,1,307,316,21,328,175,12,1,284,1,220,3,1,4,,,21,28,,38,21,16,11,25,160,0,1,2,5,,,3,15,,32,37,19,14,20,140,0,16,60,274,,,,Data extracted from ECDC/TESSy 2021-06-28,4,2,0,4,0,2,1,6,3,,3,,6,1,{2.14-2-20: Data extracted from ECDC/TESSy 2021-06-28}. ,169,10,4,1,,,169,10,15,1,4,1,4,1,5,2,,,,,,,0,0,2,1,Data extracted from ECDC/TESSy 2021-06-28,,,,,,,,,1,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,0,,,,,,,,,0,,,,,1,Will hopefully be available later
Singapore,SG,2020,1086,719,420,55,49,28,5,,2225,2357,137,2362,1086,55,0,1194,1,220,2,0,1,,,15,47,,205,186,198,273,441,1365,0,1,2,2,,,16,44,,282,223,110,125,184,984,0,8,60,2226,,,0,"Total number of cases comprises Singapore Citizens,Permanent Residents & long-staying foreigners who are studying, working or residing in Singapore. ",18,2,1,17,0,2,1,3,1,18,0,,18,0,monitored actively for adverse events while they were undergoing MDR-TB treatment in Singapore ,1066,55,12,1,,,1066,55,72,6,12,1,9,1,12,2,0,0,0,0,2,0,0,0,0,0,,1,2134,21,,,,,,1,,7,0,,"This data is from NCID HIV Programme Database which only accounts for HIV diagnosed patients of age 15 and above presenting at the National Centre for Infectious Diseases (NCID) and Tan Tock Seng Hospital (TTSH) Infectious Diseases clinics, which covers about 60-70% of HIV cases in Singapore. The data does not cover patients seen at other healthcare institutions. 

RECRUITMENT/SCREENING CRITERIA
1. Only patients who have clinic visit to NCID/TTSH Infectious Diseases starting from 2006 onwards; 
2. HIV-positive patients 
3. At least one time outpatient clinic visit
*Note: Added the list of new foreigners cases starting from January 2017 onwards 

EXCLUSION CRITERIA 
- Only inpatient cases 
- GRT/Eye referral patients from other hospitals
- Foreigners whose first clinic visit earlier than 2017
The data is provided by NCID and TTSH Infectious Diseases only, which covers about 60-70% of HIV cases in Singapore. 

The data does not cover patients seen at other healthcare insti",5,143,0,,"This data is from NCID HIV Programme Database which only accounts for HIV diagnosed patients of age 15 and above presenting at the National Centre for Infectious Diseases (NCID) and Tan Tock Seng Hospital (TTSH) Infectious Diseases clinics, which covers about 60-70% of HIV cases in Singapore. 
The data does not cover patients seen at other healthcare institutions. 

RECRUITMENT/SCREENING CRITERIA
1. Only patients who have clinic visit to NCID/TTSH Infectious Diseases starting from 2006 onwards; 
2. HIV-positive patients 
3. At least one time outpatient clinic visit
*Note: Added the list of new foreigners cases starting from January 2017 onwards 

EXCLUSION CRITERIA 
- Only inpatient cases 
- GRT/Eye referral patients from other hospitals
- Foreigners whose first clinic visit earlier than 2017
The data is provided by NCID and TTSH Infectious Diseases only, which covers about 60-70% of HIV cases in Singapore. 

The data does not cover patients seen at other healthcare ins",,,,,1,,,7,7,0,,"
The data is provided by NCID and TTSH Infectious Diseases only, which covers about 60-70% of HIV cases in Singapore. 

The data does not cover patients seen at other healthcare institutions.

All cases are over 15 years of age.",2021-06-28,0,,,,,,,,,0,,,,,,
Slovenia,SI,2020,58,2,11,4,0,0,2,2,71,75,6,77,57,4,1,26,1,220,0,0,0,,,1,1,,2,4,6,12,19,45,0,0,0,0,,,1,0,,3,3,2,2,19,30,0,0,60,62,,,,Data extracted from ECDC/TESSy 2021-06-28,1,0,0,1,0,0,0,,0,,0,,,1,{2.14-2-20: Data extracted from ECDC/TESSy 2021-06-28}. ,57,4,1,0,,,57,4,1,0,1,0,0,0,1,0,,,,,,,0,0,0,1,Data extracted from ECDC/TESSy 2021-06-28,1,58,0,0,,,,,0,"In 2019, there were 34 newly diagnosed people with HIV. One person with HIV had a latent TB infection and was receiving chemoprophylaxis.
In 2020 there were 32 newly diagnosed people with HIV. Two people with HIV had latent TB infection and received chemoprophylaxis.",,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,,,,,,,,,,1,,,,7,1,
Slovakia,SK,2020,66,49,22,8,7,1,5,2,137,153,21,158,63,11,3,6,1,220,15,8,0,,,1,0,,7,8,17,19,16,68,0,8,4,0,,,1,1,,5,6,6,4,27,50,0,35,60,45,,,,Data extracted from ECDC/TESSy 2021-06-28,1,0,0,1,0,0,1,1,0,,1,1,1,0,{2.14-2-20: Data extracted from ECDC/TESSy 2021-06-28}. ,51,11,0,1,,,51,11,0,2,0,1,0,1,1,0,,,,,,,0,0,0,1,Data extracted from ECDC/TESSy 2021-06-28,1,82,2,2,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,0,,,,,,,,,0,,10,5,5,0,
Sierra Leone,SL,2020,9635,4505,1293,190,68,15,84,,15433,15706,357,15790,9635,247,0,0,1,221,469,,,339,,,,1306,2186,2131,1564,875,606,8668,2,417,,,322,,,,1096,1558,1218,786,478,353,5489,0,1547,60,3017,,,1,,179,0,0,173,2,0,1,67,1,72,1,50,173,1,,2838,,104,73,,,,,,,,,,,,,,,,,,,,,,1,,1,15281,2144,2141,,,,,1,,2141,0,,"
Data not available/ disaggregated by age or sex",983,8434,0,,,0,0,,,0,,,,,1,,,2021-06-28,0,,,,,,,,,1,,,,,,
San Marino,SM,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,1,,,2021-06-28,,,,,,,,,,,,,,,,
Senegal,SN,2020,9626,996,1646,540,0,0,412,,12268,12808,952,13220,9626,841,0,0,1,221,116,,,209,,,,1941,2405,1676,967,645,463,8097,0,97,,,247,,,,1257,1016,696,472,348,253,4042,0,669,60,2544,,,0,les 2028 cas nouveaux et rechute ont été par Xpert MTB/Rif. cependant le Sénégal n'a pas encore démarré la stratégie Xpert comme test de diagnostic initial   ,75,7,0,66,1,1,1,1,0,,0,,66,0,,1586,800,13,61,,,10,45,8,34,10,45,8,34,53,3,1,0,0,2,0,0,0,0,0,0,,1,12547,625,587,,,,,0,la source principale de cette information provient du programme tuberculose. une coordination sera menée avec le programme VIH pour harmoniser cette donnée. Mais la valeur a considérer reste les 587 patients tuberculeux séropositifs sous antirétroviral en 2020. ,540,0,,,177,5121,0,,,5857,30186,,,0,,,1981,7417,0,,,2021-06-28,0,,,,,,,,,0,,,,,,
Somalia,SO,2020,8371,4316,4467,34,7,8,9,,17154,17203,58,17212,8308,41,63,0,1,221,768,,,996,,,,1972,1850,1316,1058,834,772,7802,0,698,,,915,,,,1380,1360,1142,796,528,503,5709,0,3377,60,5352,,,1,Response to question 2.9 is for drug susceptible TB cases only,314,1,0,252,18,1,1,202,1,202,1,1,252,1,Somalia all oral longer MDR-TB treatment regimens include Bedaquilin,5311,41,315,0,34,0,141,0,92,0,99,0,88,0,141,1,0,0,0,0,1,0,0,0,0,0,,1,16199,125,95,,,,,0,,102,0,,,,,1,,"ART facility report tools do not capture/ report the proportion of newly enrolled HIV/AIDS patients who develop TB.  Generating this indicator wold require a special analysis of patient files.
",326,483,,,0,,,,,1,,"Currently, this indicator is not captured on the ART facilities reporting forms
",2021-06-28,0,,,,,,,,,0,,,,,,
Suriname,SR,2020,67,13,13,8,1,1,7,,93,103,17,110,67,13,0,7,1,220,2,0,1,,,2,2,,10,15,20,14,5,68,0,2,0,0,,,4,1,,7,10,4,4,0,30,0,5,60,96,,,0,,11,0,0,0,0,0,0,,0,,0,,0,0,,66,8,6,5,,,0,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,1,,1,100,22,17,1,0,0,0,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,0,,,,,,,,,0,,,,,,
South Sudan,SS,2020,7398,4882,3178,381,64,66,538,,15458,15969,1049,16507,7136,381,262,1049,1,221,583,,,733,,,,1516,2852,1909,1214,678,491,8660,,492,,,791,,,,877,1082,951,790,458,290,4448,,2599,60,345,,,0,,345,209,15,44,1,0,3,,1,15,1,14,10,0,,329,60,9,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,14795,1703,1619,,,,,0,,,1,,,348,11683,0,,,3245,35645,3245,35645,0,,,,,1,,"This's a newly added indicator and is not yet captured in HIV program reporting tools, but data is available which should be analyzed and reported in the next reporting circle.
",2021-06-28,0,,,,,,,,,1,,,,,,
Sao Tome and Principe,ST,2020,48,28,13,3,0,0,0,,89,92,3,92,48,3,0,1,1,222,,,,,1,,,7,9,16,10,5,7,54,0,,,,,2,,,8,5,10,6,5,1,35,0,3,60,91,,,1,,1,0,0,1,0,0,0,,1,0,0,,1,1,,1,0,1,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,89,6,6,,,,,1,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,1,,,,,,,,,1,,,,,,
El Salvador,SV,2020,1318,215,259,249,0,1,18,,1792,2042,268,2060,1318,267,0,0,1,221,15,,,25,,,,239,654,328,142,91,111,1565,0,19,,,23,,,,58,68,71,64,62,72,395,0,82,60,997,,,0,,37,0,0,37,0,0,0,,0,,0,,37,0,,521,59,1,1,,,521,59,6,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,"NO aplica porque no tenemos esas drogas puras, para realizar la vigilancia de la drogorresistencia.",1,2011,123,108,,,,,1,"2.46 En total son 108 casos nuevos y recaídas de TB registrados como VIH positivos que comenzaron o continuaron el TAR, este dato contiene tanto a los que ya estaban siendo tratados con TAR, así como también; a los nuevos diagnósticos de VIH en el año 2020.",99,0,,,99,103,0,,,301,626,,,0,,,,,1,,,2021-06-28,0,,,,,,,,,0,,,,,,
Sint Maarten (Dutch part),SX,2020,1,0,0,,,,0,,1,1,0,1,1,0,0,1,1,220,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,0,,,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,,0,,0,,,,,,,,,,,,0,0,,,,,,,,,,1,,,0,,,0,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,0,,,,,,,,,0,,,,,,
Syrian Arab Republic,SY,2020,1290,252,1008,35,10,44,71,,2550,2639,160,2710,1290,70,0,10,,220,22,21,35,,,110,227,,201,142,126,85,72,963,0,34,25,49,,,136,134,,492,323,171,136,98,1490,0,186,61,,1480,0,0,,16,8,0,16,0,0,0,,1,15,1,1,16,0,,912,70,6,11,,,53,17,47,11,6,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2.29(ii) changed from 2 to 11 By Hazim Timimi (WHO/Geneva) based on email from Ziad AlJarad to Olga Tosas 2021-07-11,1,465,1,1,,,,,0,,,1,,,,,1,,,,,,,1,,,,,1,,,2021-06-28,0,,,,,,,,,0,,,,,,
Eswatini,SZ,2020,1106,424,462,65,41,45,116,,1992,2143,267,2259,1104,77,2,0,1,220,26,10,16,,,41,80,,340,365,329,56,47,1258,2,25,12,10,,,44,103,,261,198,121,27,29,783,1,99,60,1222,,,1,,57,3,15,47,0,2,1,62,1,62,1,3,62,0,,1104,77,43,15,,,1104,66,25,41,43,15,7,11,2,1,0,0,0,0,0,0,0,0,1,1,,1,2143,1445,1413,1,104,54,42,1,,1414,0,,"NTCP M&E System
",347,9877,0,,,29999,81872,,,0,,,20256,33901,0,,,2021-06-28,0,,,,,,,,,0,,,,,,
Turks and Caicos Islands,TC,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,,,,,,,,,,,,,,,,
Chad,TD,2020,6866,3922,1435,464,110,12,360,,12223,12809,946,13169,6866,669,0,0,1,221,224,,,270,,,,1183,2117,2016,1408,813,578,8115,0,187,,,246,,,,736,1056,823,533,359,260,3767,0,927,60,458,,,0,,96,0,0,85,0,0,0,,0,,0,,0,0,,2648,582,81,15,,,81,15,0,4,81,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,1,8827,1351,1331,,,,,0,,784,0,,,0,0,0,,,,,,,1,,,,,1,,,2021-06-28,0,,,,,,,,,0,,,,,,
Togo,TG,2020,1811,106,286,119,2,3,72,,2203,2327,196,2399,1811,124,0,0,1,221,7,,,25,,,,184,334,391,312,159,108,1488,,2,,,31,,,,165,200,162,112,81,54,774,,65,60,52,,,0,,16,2,0,17,0,,0,,0,,0,,17,0,Il n y a pas eu de patient XDR en 2020,1613,124,13,3,,,1613,124,1,1,13,3,1,1,16,0,0,0,0,0,0,0,0,0,0,0,Ces données ont été renseignées grâce aux données de LPA. Les tests de sensibilité phénotypiques ont été impossibles en 2020 pour panne d'autoclave et pour défaut de maintenance et de calibration de l'appareil BACTECT-MGIT,0,2384,409,406,,,,,0,,402,0,,,397,15864,0,,,1691,3160,,,0,,,1691,3160,0,,,2021-06-28,0,,,,,,,,,0,,,,,,
Thailand,TH,2020,42685,25034,12292,3441,1793,592,1688,,80011,85837,7514,87525,42096,4461,589,4669,1,220,218,94,147,,,890,2592,,7496,9767,11847,10897,13218,56707,673,152,88,186,,,717,1756,,3980,4090,4549,4616,7416,27124,448,885,60,32216,,,0,,1237,65,0,1142,1,62,1,206,1,26,1,118,206,0,"2.20: There were 65 pre-XDR-TB patients with any fluoroquinolone resistant. Of those 3 patients died before started treatment, and 62 patients started treatment.",30077,3724,594,590,,,19158,3667,2587,740,404,490,320,337,638,65,0,0,0,0,30,0,0,0,35,0,"2.29:
  -There were 594 newly treated, and 590 previously treated (including relapses) pulmonary TB patients with bacteriologically confirmed who test results for rifampicin and rifampicin resistance tuberculosis.
  -There were 53 bacteriologically confirmed pulmonary TB patients who registered as ""others"" treated with test results for rifampicin and resistance to rifampicin. ",1,70298,6631,5560,1,459,19,14,0,"2.46: In 2020: 
There were 5,316 TB/HIV patients on ART which extracted the data from NTIP (?National TB Information Program) at Mar 13, 2021. 
There were 5,560 TB/HIV patients on ART which extracted the data at April 17, 2021.",5316,0,,"1. Total number of active TB cases (81130) of those who have HIV screening test were 67308 (Male : 46410 , Female : 20898) and positive were  6335 cases.(Male : 4507 , Female : 1828)
2. All of HIV positive 6335 cases were received ART 5316 cases.
No data for disaggregrating by age and sex",,,1,,"
number of people who have active TB disease during the reporting period of those newly enrolled in HIV care : 6335 cased (data from National Tuberculosis Information Program)",,,,,1,,"1. Total number of people who are on antiretroviral therapy and eligible for TPT (INH prophylaxis) who start IPT and = 290 cases, IPT (INH) in government hospital  = 46, TPT (Rifapenthine) = 244 cases.

2. Total number of people on HIV treatment who are eligible for TPT  = 4138 cases. The criteria of eligible was TST and CBO service was CD4<200
",,,1,,"Total number of PLHIV who completed TPT = 209,
 those from CBO = 209 cases (complete treatment of  hospital are not available data)
",2021-06-28,0,,,,,,,,,0,,,,,,
Tajikistan,TJ,2020,1683,805,1271,219,81,89,168,16,3759,4148,557,4316,1683,340,0,,1,221,38,,,87,,,,581,507,300,264,229,187,2068,0,27,,,88,,,,433,423,266,203,295,220,1840,0,240,60,3502,,,0,,434,123,86,356,41,103,1,343,1,385,1,6,52,0,,1683,340,408,147,219,85,1343,301,402,135,251,85,240,84,512,121,7,18,0,6,90,0,0,0,0,1,   ,1,4043,118,116,,,,,1,"????? 2.46 ??????? ? ?????????? ??? ??????? ? ???, ??? ?? ?????? ?????????? ?????? 25 ????? ????? ???????, ? ??? ?????? 30 ?????. ? ????? ? ???? ????? ??? ???????????.",122,0,,,105,1114,0,,,1502,1651,,,0,,,1725,1752,0,,,2021-06-28,0,,,,,,,,,0,,,,171,1,"?? ???????:
VR.1      ????? ????? ???????, ?????????????????? ???????? ?????? ????? ???????????? ????????? ????? ??????, ??????? ???? ? R00-R99
VR.2      ????? ???????, ?????????????????? ???????? ?????? ????? ???????????? ????????? ????? ??????, ? ?????? ? R00-R99
?????? ??? ?? ????????. "
Tokelau,TK,2020,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,221,0,,,0,,,,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,,1,,0,0,0,0,0,0,0,,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,,,,,1,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,0,,,,,,,,,0,,,,,,
Timor-Leste,TL,2020,1483,1025,587,78,47,5,70,,3095,3225,200,3295,1483,94,0,0,1,221,67,,,61,,,,304,343,221,263,231,288,1650,0,58,,,75,,,,330,314,155,173,173,169,1314,0,261,60,474,,,0,,12,0,0,12,0,0,1,10,1,8,1,8,12,1,,10,2,10,2,,,,,,,,,,,,,,,,,,,,,,1,,1,2880,42,39,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,1,,,,,,Reporting dates were not provided.,,2021-06-28,0,,,,,,,,,0,,,,,,
Turkmenistan,TM,2020,533,681,389,178,124,13,692,542,1603,1918,1007,2610,533,300,0,0,,222,,,,,25,,,140,239,252,251,161,71,1114,0,,,,,25,,,134,206,147,83,109,75,754,0,50,60,711,,,1,,519,264,0,519,,,,,1,464,0,,130,1,,533,300,0,0,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,,,,1,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,,,,,,,,,,1,,397,397,175,0,
Tunisia,TN,2020,791,123,1720,22,1,21,5,,2634,2678,49,2683,791,22,0,,1,220,17,0,79,,,0,152,,229,219,208,179,173,1160,0,14,0,95,,,0,177,,251,232,235,216,207,1318,0,205,60,164,,,0,,31,3,0,17,3,0,1,3,1,5,1,2,17,0,"Les 17 cas TBMRRR qui sont sous traitement sont des Tunisiens alors que la différence (16 cas) sont des cas MR étrangers sont des cas confirmés au laboratoire et non traités.
10 patients MR confirmés au Labo mis sous traitement avec injectable.",332,22,24,7,,,332,22,41,13,24,7,24,7,31,3,,,,,,,,,,0,TDS à la bédaquiline et linezolide ne sont pas disponibles,1,1388,21,21,,,,,0,,23,0,,,23,186,0,,,,,,,0,,,,,1,,,2021-06-28,0,,,,,,,,,0,,,,,,
Tonga,TO,2020,5,1,2,0,0,0,0,,8,8,0,8,5,0,0,0,1,222,,,,,0,,,1,0,0,1,1,2,5,0,,,,,1,,,1,0,1,0,0,0,2,0,1,60,8,,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,,5,0,0,0,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,8,0,0,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,0,,,,,,,,,0,,,,,,
Turkey,TR,2020,4172,1174,3012,306,72,94,95,33,8358,8830,567,8925,4172,351,0,1420,1,220,74,47,56,,,318,499,,767,656,781,895,958,4874,0,76,40,98,,,305,396,,691,542,454,499,678,3565,0,391,0,,,,0,,135,14,32,132,2,8,1,16,1,27,0,,0,0,,3777,297,94,33,,,3710,285,384,56,94,30,84,24,99,14,0,0,3,0,0,10,0,0,1,0,,1,7062,83,62,,,,,0,"National HIV surveillance program data reflects the detected HIV/TB cases at the time of the first HIV diagnosis. National HIV surveillance does not include follow up information, it means that there is no data for the patients who have been diagnosed with HIV before 2020 and have been diagnosed with TB in 2020.Therefore National HIV surveillance data is less than the number we have given in 2.46. Our data presented here show all cases of TB/HIV co infection in the 2020 TB patient cohort.",11,0,,,,,1,,,,,,,1,,,,,1,,,2021-06-28,0,,,,,,,,,0,,,,,1,Routinely the vital registration system (The Turkish Statistical Institute's) releases it's data in June every year. The institute postponed the announcement this year. Unfortunately it's unclear when it will be announced.
Trinidad and Tobago,TT,2020,134,54,13,16,3,0,20,,201,220,39,240,125,31,9,9,1,221,1,,,0,,,,11,29,37,25,32,29,163,0,0,,,1,,,,13,9,9,8,8,8,55,0,2,60,102,,,0,,3,0,0,3,0,0,0,,1,3,0,,3,0,,92,10,2,1,,,,,,,,,,,,,,,,,,,,,,1,"Patients are routinely tested only for Rifampicin, at present there is no available facility for any further DST testing. ",1,189,31,30,1,2,0,0,0,,30,0,,,8,595,0,,"Denominator values were available from 9 of 9 treatment clinics
",,,,,0,,"The numerator reflects HIV patients recorded in LTBI Registers who started treatment. The TB programme indicated that data available did not reflect the full list of PLHIV eligible for TPT.
",9,11,0,,"Data Source: TB Patient Registers. Information reported from LTBI Registers
",2021-06-28,0,,,,,,,,,0,,,,,,
Tuvalu,TV,2020,16,0,10,4,0,0,30,,26,30,34,60,16,4,0,0,1,220,0,1,0,,,3,2,,1,2,1,5,3,17,1,0,0,1,,,1,1,,5,0,1,2,0,10,0,2,60,30,,,1,,1,,0,1,0,0,0,,0,,1,1,1,1,,15,4,1,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,0,27,0,0,,,,,1,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,2021-06-28,0,,,,,,,,,1,,,,,,
United Republic of Tanzania,TZ,2020,28681,36817,17630,886,588,183,807,,83128,84785,2464,85592,28681,1195,0,,1,220,4082,1797,1339,,,1300,2801,,7987,9690,8510,5927,7206,43421,0,3715,1481,1177,,,1092,1993,,5406,5889,5192,3775,4416,27763,0,13591,60,19478,,,1,"Currently the TB system do not correct data on category of foreign-born individuals, The country is expected to correct category of ""non-citizens"" in coming years.
There is increase of 4% of notification compared to 2019. the increase is small as it was in last year. ",423,0,0,402,6,0,1,334,1,336,1,66,402,0,The RR/MDR-TB detection declined by 26% as it was in 2019. This is due to shortage of GeneXpert cartridges as a results of delay in delivery. ,18673,876,306,110,,,7,10,0,4,1,4,0,2,114,0,0,0,0,0,0,0,0,0,0,0,,1,84518,17764,17625,1,13545,1479,1471,0,,17611,0,,,19475,268017,0,,,,,80400,268017,0,,,,,1,,,2021-06-28,0,,,,,,,,,0,,,,,,
Ukraine,UA,2020,9042,3771,1343,2527,643,207,1988,324,14156,17533,5365,19521,9042,4135,0,31,1,221,50,,,138,,,,538,2221,3877,2864,1874,776,12150,0,37,,,157,,,,381,1157,1403,900,532,628,5001,0,382,60,15622,,,1,,3085,1172,304,3527,115,1350,1,4049,1,1633,1,503,4877,0,,8793,4025,2515,1662,2466,1360,8793,4025,2559,1482,2515,1662,1849,1227,4177,1120,1,24,23,4,155,382,0,2,529,1,??? ? ??????????? ? ?????????? ?????? ?????? ? ?????? ? 4 ???????? 2020 ????,1,17375,3794,3460,,,,,0,,3428,0,,,2012,15552,0,,,,,26502,121949,0,,"Data is collected through annual form 58 (Nominator - 11 425 people) and form 2 (Denominator - 15 707 people including registered foreigners and excluding children at the stage of confirmation of HIV infection). Data do not include information from Crimea, Sevastopol, and NGCA of Luhansk and Donetsk regions (Data are not available). Partially underperformance of the indicator on the coverage of TPT associated with objective reasons for the large burden of TB among people who are living with HIV in Ukraine, when among the number of people first taken under medical supervision during 2020, 12.9% had active TB and started TB treatment, that is, did not need TPT. Also, partially underperformance of the indicator for the coverage of TPT is associated with the complexity and duration of the process of active TB confirmation in newly identified PHLW. In these cases, TPT is delayed until the final completion of the diagnostic process and the exclusion of active TB. It should be noted that the",,,1,,,2021-06-28,0,,,,,,,,,0,,616835,19653,2927,0,
